Starting the artificial neural network
Attempting feature set: ['danceability', 'energy', 'liveness', 'loudness', 'speechiness', 'tempo', 'valence', 'instrumentalness', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -4.89, time = 0.01s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.43, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.44, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'liveness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.76, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.50, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.42, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.39, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.37, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.33, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.32, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.32, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.29, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -3.27, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -3.31, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.29, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -3.27, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -3.28, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -3.31, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -3.29, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -3.31, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.32, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.29, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.30, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -3.29, time = 0.03s
Attempting feature set: ['energy', 'liveness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.14, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.92, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.86, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.81, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.75, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.70, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.70, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.69, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.69, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.70, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.70, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.68, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.69, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.70, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.68, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.69, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.70, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.73, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.72, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.70, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.69, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.70, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.71, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.69, time = 0.03s
Attempting feature set: ['danceability', 'liveness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.19, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.98, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.93, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.88, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.82, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.79, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.78, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.76, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.78, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.75, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.79, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.80, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.78, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.75, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.76, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.75, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.78, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.79, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.78, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.76, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.77, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.75, time = 0.03s
Attempting feature set: ['liveness', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.51, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.30, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.20, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.16, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.16, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.10, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.09, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.08, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.10, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.08, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.10, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.09, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.09, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.08, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.09, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.09, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.08, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.09, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.08, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.10, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.11, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.11, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.14, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.12, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.11, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.10, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.10, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.10, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.36, time = 0.02s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.17, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -3.12, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -3.08, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -3.05, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -3.01, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.98, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.98, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -3.03, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.98, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.97, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.98, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -3.02, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -3.02, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.98, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.99, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -3.03, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -3.00, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.98, time = 0.03s
Attempting feature set: ['energy', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.69, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.50, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.43, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.39, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.38, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.39, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.38, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.37, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.36, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.34, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.33, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.35, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.34, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.33, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.33, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.33, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.34, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.35, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.35, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.34, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.34, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.33, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.37, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.36, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.37, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.35, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.36, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.37, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.34, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.36, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.37, time = 0.03s
Attempting feature set: ['danceability', 'speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.74, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.57, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.50, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.45, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.43, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.40, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.41, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.41, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.41, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.41, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.40, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.43, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.43, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.44, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.42, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.44, time = 0.03s
Attempting feature set: ['speechiness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -1.96, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.77, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.68, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.63, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.60, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.61, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.60, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.58, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.57, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.58, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.57, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.57, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.58, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.60, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.57, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.60, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.62, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.60, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.61, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.60, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.59, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'liveness', 'loudness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -4.28, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -4.13, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -4.10, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -4.09, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -4.06, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -4.05, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -4.05, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -4.03, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -4.02, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -4.04, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -4.06, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -4.04, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -4.03, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -4.04, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -4.04, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -4.04, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -4.05, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -4.06, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -4.05, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -4.05, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -4.07, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -4.06, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -4.08, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -4.06, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -4.05, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -4.04, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -4.05, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -4.05, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -4.06, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -4.05, time = 0.03s
Attempting feature set: ['energy', 'liveness', 'loudness', 'tempo', 'valence', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -3.53, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -3.37, time = 0.03s
